feature_set,model,repeat,fold,rmse,mae,r2,n,rmse_hard
curated (log),ensemble,2,3,27.11033446346801,11.624610951610952,0.9194967699275923,250.0,67.4664157058682
curated (log),ensemble,2,4,19.520223630049866,9.526894821724062,0.9368863696799334,250.0,45.100775102463174
curated (log),mlp,0,0,20.00555660698976,10.399862509400618,0.9491435157918426,251.0,38.783061451698984
curated (log),mlp,0,1,33.7326087468814,17.701261388275086,0.8787625377306847,250.0,63.09699516017665
curated (log),mlp,0,2,23.301506745838225,12.133658892249732,0.897966364239807,250.0,44.5304976494654
curated (log),mlp,0,3,22.033142544099192,11.776697196209271,0.9394358784036777,250.0,50.599584661532596
curated (log),mlp,0,4,29.08387671726362,14.57680114570922,0.901443200688728,250.0,62.4533782604376
curated (log),mlp,1,0,16.58698664239751,8.72403100834683,0.9687766512031944,251.0,25.504078711690283
curated (log),mlp,1,1,28.07749078773185,22.80514876054434,0.8834080815559238,250.0,44.162942043196956
curated (log),mlp,1,2,29.176235582020517,15.203243097766014,0.9029333631689487,250.0,61.0528330466742
curated (log),mlp,1,3,26.735235065012255,17.283287225869763,0.9089804864922408,250.0,39.60493583953324
curated (log),mlp,1,4,21.284097155739715,12.278679073456361,0.9362259993620207,250.0,31.7256281442088
curated (log),mlp,2,0,21.44568827041164,10.170888435476352,0.9416904813074246,251.0,45.86444184085903
curated (log),mlp,2,1,25.574863225367036,11.716100355684713,0.9236987127888951,250.0,54.669151437793545
curated (log),mlp,2,2,23.63461465696996,13.735768313984915,0.9262607370803629,250.0,52.54693385728906
curated (log),mlp,2,3,23.04050978552755,12.466345904399905,0.9418529451214468,250.0,52.48724318816563
curated (log),mlp,2,4,21.320552444068777,11.456079515736445,0.9247077125826781,250.0,42.97780148526043
curated (log),ridge,0,0,23.64712104362301,15.349886756423825,0.9289438612215972,251.0,49.52431555375413
curated (log),ridge,0,1,31.649445443210546,15.260619431575785,0.8932742566135121,250.0,66.55524135957546
curated (log),ridge,0,2,23.560229609002246,13.88292934571024,0.8956879717639843,250.0,47.310474676929736
curated (log),ridge,0,3,23.688144871436478,13.512200710131015,0.9299957132121379,250.0,55.46377718996317
curated (log),ridge,0,4,26.04801085513405,14.395349252667991,0.9209446748278524,250.0,56.438830898554045
curated (log),ridge,1,0,21.269054479198466,13.782717675545367,0.9486617739276024,251.0,38.83077405608186
curated (log),ridge,1,1,22.505969127661388,14.39477865792605,0.9250887059830142,250.0,45.68556970610633
curated (log),ridge,1,2,33.55054613278475,14.933900802510824,0.8716456309031311,250.0,81.10484919968148
curated (log),ridge,1,3,22.98091877771717,14.886730857996039,0.9327486089765267,250.0,40.784772651765074
curated (log),ridge,1,4,20.945505486165736,13.847444015821967,0.9382389191085201,250.0,47.083417244967194
curated (log),ridge,2,0,22.947592910659562,14.16977775713971,0.933237321419564,251.0,40.52903803562985
curated (log),ridge,2,1,26.155499937221162,14.5342992400638,0.9201947842220352,250.0,54.8113208916168
curated (log),ridge,2,2,20.016873908798697,14.020245391273303,0.9471074814142773,250.0,32.32955047924334
curated (log),ridge,2,3,31.379349418689724,15.166377354317232,0.8921471997503462,250.0,77.28053513642887
curated (log),ridge,2,4,23.818543798015995,14.014901869275356,0.9060311316334183,250.0,54.096615778184116
curated (log),xgboost,0,0,17.360738134567324,10.36177035060928,0.9617015297046686,251.0,37.47447660902146
curated (log),xgboost,0,1,36.122180670634116,13.395834229589848,0.8609775621334503,250.0,83.20682419472382
curated (log),xgboost,0,2,22.867710492369913,9.9155048990625,0.9017300526442817,250.0,52.86467994702323
curated (log),xgboost,0,3,19.726753881473083,8.353980569746092,0.9514517268449387,250.0,48.27727508119183
curated (log),xgboost,0,4,29.46738698393562,12.576674669414064,0.8988268541377806,250.0,70.34865263779605
