strategy,seed,experiment,row,boiling_point,in_spec,hits,cmpdname
qlogei_target,18,13,677,460.65,True,4,"2,2,4,4,6-Pentamethylheptane"
qlogei_target,18,14,922,457.15,True,5,4-Ethylnonane
qlogei_target,18,15,795,462.9,True,6,"3,3,6,6-Tetramethyloctane"
qlogei_target,18,16,1240,459.15,True,7,"2,2,5,5,6-Pentamethylheptane"
qlogei_target,18,17,1241,457.15,True,8,"2,2,5,5-Tetramethyloctane"
qlogei_target,18,18,1105,468.15,True,9,"2,3,4,5,6-Pentamethylheptane"
qlogei_target,18,19,1174,455.9,True,10,"2,2,6,6-Tetramethyloctane"
qlogei_target,18,20,1204,479.15,False,10,"3,3-Diethyl-2,2,4-trimethylpentane"
qlogei_target,18,21,1183,457.0,True,11,"2,4,4,7-Tetramethyloctane"
qlogei_target,18,22,1150,463.0,True,12,"2,5,8-Trimethylnonane"
qlogei_target,18,23,1236,466.15,True,13,"2,2,3,3,6-Pentamethylheptane"
qlogei_target,18,24,541,387.13,False,13,2-Methylhept-3-ene
qlogei_target,18,25,1223,463.15,True,14,"2,5,5-Trimethylnonane"
qlogei_target,18,26,499,473.15,False,14,"2,2,3-Trimethylnonane"
qlogei_target,18,27,595,594.15,False,14,N-Methylhexadecylamine
qlogei_target,18,28,1219,521.0,False,14,"2,4-Dimethyltetradecane"
qlogei_target,18,29,1071,391.65,False,14,3-Penten-2-OL
qlogei_target,18,30,1066,424.2,False,14,"cis,cis-2,7-Nonadiene"
qlogei_target,18,31,1135,476.15,False,14,"3,3-Dimethyldecane"
qlogei_target,18,32,1175,443.15,False,14,"2,5-Dimethyl-3-isopropylhexane"
qlogei_target,18,33,518,327.65,False,14,"N,N,N'-Triethylethylenediamine"
qlogei_target,18,34,195,395.55,False,14,Oct-4-ene
qlogei_target,18,35,532,433.15,False,14,3-Ethyl-3-hexanol
qlogei_target,18,36,1164,464.15,True,15,"2,2,4-Trimethylnonane"
qlogei_target,18,37,789,528.15,False,15,3-Tetradecyne
qlogei_target,18,38,488,420.15,False,15,2-Nonene
qlogei_target,18,39,799,404.15,False,15,"2-Butene-1,4-diol"
qlogei_target,18,40,268,327.15,False,15,4-Methyl-1-pentene
qlogei_target,18,41,1166,459.9,True,16,"3,3-Diethylheptane"
qlogei_target,18,42,926,694.15,False,16,1-Heptacosene
qlogei_target,18,43,819,1167.92,False,16,Lycopene
qlogei_target,18,44,684,327.66,False,16,Ethynol
qlogei_target,18,45,1047,432.56,False,16,trans-4-Decene
qlogei_target,18,46,1115,462.15,True,17,"3,3-Diethyl-2,2-dimethylpentane"
qlogei_target,18,47,556,472.15,True,18,3-Ethyloctan-3-ol
qlogei_target,18,48,937,447.15,False,18,"2,4,6-Trimethyloctane"
qlogei_target,18,49,1154,459.4,True,19,"2,4,5,7-Tetramethyloctane"
qlogei_target,18,50,932,461.15,True,20,3-Ethylnonane
qlogei_target,18,51,1216,457.05,True,21,"3,3-Dimethylnon-4-yne"
qlogei_target,18,52,1224,445.15,False,21,"2,5,5-Trimethyloctane"
qlogei_target,18,53,801,652.15,False,21,1-Tricosene
qlogei_target,18,54,284,349.15,False,21,"4-Methyl-1,3-pentadiene"
qlogei_target,18,55,763,433.86,False,21,"2,3,5-Trimethylheptane"
qlogei_target,18,56,1208,459.15,True,22,"3,3-Diethyl-2-methylhexane"
qlogei_target,18,57,875,430.76,False,22,"2,2,3-Trimethylheptane"
qlogei_target,18,58,1124,790.15,False,22,1-Nonatriacontene
qlogei_target,18,59,21,266.75,False,22,Methylamine
qlogei_target,18,60,105,423.95,False,22,Nonane
qlogei_target,18,61,1196,459.15,True,23,"3,4-Diethyl-3-methylhexane"
qlogei_target,18,62,847,498.55,False,23,5-Ethyl-3-nonanol
qlogei_target,18,63,899,509.15,False,23,2-Methyl-3-undecanol
qlogei_target,18,64,983,450.15,False,23,"3-Ethyl-2,4,5-trimethylhexane"
qlogei_target,18,65,306,426.15,False,23,"2,5,5-Trimethylheptane"
qlogei_target,18,66,981,453.15,True,24,3-Methyl-4-octanol
qlogei_target,18,67,585,618.15,False,24,1-Nonadecanol
qlogei_target,18,68,781,444.15,False,24,4-Methyl-2-heptanol
qlogei_target,18,69,785,506.04,False,24,5-Tridecyne
qlogei_target,18,70,392,653.15,False,24,Pentaethylenehexamine
qlogei_target,18,71,792,455.15,True,25,"2,4,6-Trimethyl-4-heptanol"
qlogei_target,18,72,855,382.35,False,25,"2-Methylhexa-2,4-diene"
qlogei_target,18,73,939,409.15,False,25,N-Ethylpentylamine
qlogei_target,18,74,328,579.15,False,25,Pristane
qlogei_target,18,75,490,439.15,False,25,3-Methyl-2-heptanol
qlogei_target,18,76,914,456.46543,True,26,"4,4-Diethylheptane"
qlogei_target,18,77,694,499.15,False,26,2-Dodecyne
qlogei_target,18,78,61,268.55,False,26,"1,3-Butadiene"
qlogei_target,18,79,412,465.65,True,27,4-Nonanol
qlogei_target,18,80,667,422.15,False,27,3-Methylhexylamine
qlogei_target,18,81,650,484.15,False,27,Tetrahydrolavandulol
qlogei_target,18,82,497,445.15,False,27,5-Methyl-2-heptanol
qlogei_target,18,83,892,442.59,False,27,"3-Ethyl-2,3,4-trimethylpentane"
qlogei_target,18,84,791,449.15,False,27,"2,2,4,4,5-Pentamethylhexane"
qlogei_target,18,85,1113,454.15,True,28,"3,4,5-Trimethyloctane"
qlogei_target,18,86,645,539.24,False,28,"2,4-Hexadiyne-1,6-diol"
qlogei_target,18,87,766,346.15,False,28,4-Methyl-2-pentyne
qlogei_target,18,88,706,612.15,False,28,2-Methylnonadecane
qlogei_target,18,89,458,452.15,False,28,"2,6-Dimethylnonane"
qlogei_target,18,90,56,497.15,False,28,"3,7-Dimethyloctan-1-ol"
qlogei_target,18,91,1022,478.54,False,28,3-Octen-2-OL
qlogei_target,18,92,356,490.15,False,28,Hexaethylene glycol
qlogei_target,18,93,657,424.15,False,28,"3,5-Dimethyl-3-hexanol"
qlogei_target,18,94,639,418.15,False,28,4-Nonene
qlogei_target,18,95,341,408.15,False,28,"2,5-Dimethylheptane"
qlogei_target,18,96,1221,463.15,True,29,"2,6,6-Trimethylnonane"
qlogei_target,18,97,45,426.15,False,29,Tripropylamine
qlogei_target,18,98,582,383.15,False,29,"N,N-Diethylallylamine"
qlogei_target,18,99,898,528.92,False,29,4-Tetradecyne
qlogei_target,18,100,1100,716.1,False,29,Linolenyl alcohol
qlogei_target,18,101,1206,462.15,True,30,"3,3-Diethyl-2,4-dimethylpentane"
qlogei_target,18,102,978,447.15,False,30,"3-Ethyl-2,2-dimethyl-3-pentanol"
qlogei_target,18,103,576,417.15,False,30,2-Methyl-1-octene
qlogei_target,18,104,426,426.41115,False,30,"3,4,4-Trimethyl-3-pentanol"
qlogei_target,18,105,108,533.15,False,30,"N,N-Dimethyldodecylamine"
qlogei_target,18,106,397,443.15,False,30,"1,2,3-Butanetriol"
qlogei_target,18,107,64,327.15,False,30,Allylamine
qlogei_target,18,108,438,451.15,False,30,"2,2,4,6,6-Pentamethylheptane"
qlogei_target,18,109,428,442.75,False,30,5-Decene
qlogei_target,18,110,1193,443.15,False,30,"3,5,5-Trimethyloctane"
qlogei_target,18,111,980,419.15,False,30,2-Methyl-3-hexyn-2-ol
qlogei_target,18,112,809,582.15,False,30,"3,9-Diethyl-6-tridecanol"
qlogei_target,18,113,336,477.15,False,30,Dipentylamine
qlogei_target,18,114,1181,445.15,False,30,2-Methyl-4-isopropylheptane
qlogei_target,18,115,191,338.15,False,30,"Hexa-1,4-diene"
qlogei_target,18,116,1232,467.8,True,31,"3,4,5,5-Tetramethylhexan-3-ol"
qlogei_target,18,117,961,340.82,False,31,trans-3-Methyl-2-pentene
qlogei_target,18,118,693,368.08,False,31,"Hepta-2,4-diene"
qlogei_target,18,119,753,424.15,False,31,"3,4-Dimethyl-3-hexanol"
qlogei_target,18,120,323,504.15,False,31,2-Undecanol
qlogei_target,18,121,669,465.4,True,32,4-Methyl-2-propylpentan-1-ol
qlogei_target,18,122,468,452.15,False,32,"3,5-Dimethyl-4-heptanol"
qlogei_target,18,123,598,408.75,False,32,3-Octyne
qlogei_target,18,124,542,364.98821,False,32,"5-Methyl-1,4-hexadiene"
qlogei_target,18,125,387,413.06493,False,32,"2,3,6-Trimethylheptane"
qlogei_target,18,126,58,443.15,False,32,"1,2,6-Hexanetriol"
qlogei_target,18,127,208,385.15,False,32,3-Methyl-2-butanol
qlogei_target,18,128,1222,457.75,True,33,"2,6-Dimethyl-4-propylheptane"
qlogei_target,18,129,534,385.15,False,33,3-Buten-1-ol
qlogei_target,18,130,98,433.69704,False,33,3-Ethoxy-1-propanol
qlogei_target,18,131,572,370.65,False,33,Tris(2-aminoethyl)amine
qlogei_target,18,132,16,704.0,False,33,Sorbitol
qlogei_target,18,133,593,663.15,False,33,1-Tetracosene
qlogei_target,18,134,658,454.65,True,34,2-Methyl-3-octanol
qlogei_target,18,135,1045,418.15,False,34,Trans-4-NONENE
qlogei_target,18,136,493,574.0,False,34,"1,10-Decanediol"
qlogei_target,18,137,912,470.15,True,35,5-Propylnonane
qlogei_target,18,138,1114,459.15,True,36,"3-Ethyl-2,2,3,4-tetramethylpentane"
qlogei_target,18,139,126,479.15,False,36,"2,5-Dimethyl-3-hexyne-2,5-diol"
qlogei_target,18,140,647,448.15,False,36,"2-Methylbutane-2,3-diol"
qlogei_target,18,141,1199,468.15,True,37,"2,2,3,3,5,5-Hexamethylhexane"
qlogei_target,18,142,907,815.65,False,37,Tritetracontane
qlogei_target,18,143,704,409.64,False,37,"2,4,6-Octatriyne"
qlogei_target,18,144,1190,470.15,True,38,"3,5-Diethyloctane"
qlogei_target,18,145,700,431.4,False,38,"3,4-Diethyl-3-hexene"
qlogei_target,18,146,661,478.65,False,38,"3,3-Dimethyl-1,2-butanediol"
qlogei_target,18,147,731,353.7,False,38,"1,4-Hexadiyne"
qlogei_target,18,148,1031,392.15,False,38,"1,4-Octadiene"
qlogei_target,18,149,811,451.05,False,38,"3-Ethyl-2,4-dimethylpentan-3-ol"
qlogei_target,18,150,1138,463.15,True,39,"4-Ethyl-2,6-dimethyloctane"
random,19,1,551,388.65,False,0,"1,4-Pentadien-3-ol"
random,19,2,472,438.76616,False,0,"2,2,4-Trimethyl-1-pentanol"
random,19,3,388,357.15,False,0,3-Ethyl-1-pentene
random,19,4,1152,452.15,False,0,"3,4,6-Trimethyloctane"
random,19,5,443,437.15,False,0,5-Methylnonane
random,19,6,522,435.15,False,0,3-Hexyn-1-ol
random,19,7,341,408.15,False,0,"2,5-Dimethylheptane"
random,19,8,75,357.15,False,0,Diisopropylamine
random,19,9,1094,479.64,False,0,"Butene-1,4-diol"
random,19,10,731,353.7,False,0,"1,4-Hexadiyne"
random,19,11,475,420.05,False,0,1-Nonene
random,19,12,445,382.15,False,0,"4,5-Dimethyl-1-hexene"
random,19,13,736,518.0,False,0,"2,3,4-Pentanetriol"
random,19,14,1158,472.15,True,1,"4,4-Dimethyldecane"
random,19,15,526,507.15,False,1,"2-Methyl-2-propylpropane-1,3-diol"
random,19,16,977,395.15,False,1,(3-Methylpentyl)amine
random,19,17,384,521.15,False,1,2-Butyl-1-octanol
random,19,18,1245,469.15,True,2,"2,4,4,5,5-Pentamethylheptane"
random,19,19,898,528.92,False,2,4-Tetradecyne
random,19,20,36,380.99,False,2,Isobutanol
random,19,21,846,429.15,False,2,3-Ethyl-2-methyl-2-pentanol
random,19,22,532,433.15,False,2,3-Ethyl-3-hexanol
random,19,23,1142,436.96,False,2,8-Methylnon-4-yne
random,19,24,1160,460.15,True,3,"4-Ethyl-2,2-dimethyloctane"
random,19,25,242,535.15,False,3,"1,7-Heptanediol"
random,19,26,835,384.35,False,3,"2,4-Dimethyl-1-hexene"
random,19,27,765,483.82,False,3,2-Octyn-1-ol
random,19,28,890,442.66,False,3,"3-Ethyl-2,2,3-trimethylpentane"
random,19,29,1149,437.15,False,3,"2,4,4,6-Tetramethylheptane"
random,19,30,776,414.08,False,3,7-Methyl-3-octyne
random,19,31,1144,447.15,False,3,"3,3,5-Trimethyloctane"
random,19,32,804,450.15,False,3,"2,3,5-Trimethyloctane"
random,19,33,299,652.15,False,3,Trioctylamine
random,19,34,456,439.15,False,3,4-Methylnonane
random,19,35,751,401.65,False,3,"2,3-Butadien-1-ol"
random,19,36,715,440.15,False,3,2-Methyl-1-nonene
random,19,37,948,340.21,False,3,trans-3-Hexene
random,19,38,206,309.65,False,3,"N,N-Dimethylethylamine"
random,19,39,971,410.15,False,3,(3R)-3-methylhex-1-yn-3-ol
random,19,40,574,410.15,False,3,N-Methyldioctylamine
random,19,41,1039,409.68,False,3,trans-3-Nonene
random,19,42,37,372.55,False,3,2-Butanol
random,19,43,1191,448.15,False,3,"2,3,3,6-Tetramethylheptane"
random,19,44,451,407.15,False,3,"3-Ethyl-2,2-dimethylpentane"
random,19,45,455,488.15,False,3,"2,5-Dimethylundecane"
random,19,46,1020,378.55,False,3,"cis-2,2-Dimethyl-3-hexene"
random,19,47,631,427.15,False,3,"2,4-Dimethyloctane"
random,19,48,136,282.65,False,3,Neopentane
random,19,49,204,313.95,False,3,"3-Methyl-1,2-butadiene"
random,19,50,740,432.55,False,3,"3,5-Dimethyloctane"
random,19,51,248,591.15,False,3,1-Pentadecanol
random,19,52,218,407.0,False,3,3-Hexanol
random,19,53,1060,411.15,False,3,2-Penten-1-OL
random,19,54,565,539.15,False,3,Diheptylamine
random,19,55,71,393.15,False,3,1-Methoxy-2-propanol
random,19,56,158,293.25,False,3,3-Methyl-1-butene
random,19,57,970,421.15,False,3,"(3S)-3,5-dimethylhex-1-yn-3-ol"
random,19,58,962,339.55,False,3,cis-3-Hexene
random,19,59,1036,510.65,False,3,trans-2-Tridecene
random,19,60,623,429.66,False,3,"2,4,5-Trimethylheptane"
random,19,61,1071,391.65,False,3,3-Penten-2-OL
random,19,62,45,426.15,False,3,Tripropylamine
random,19,63,154,387.85,False,3,"2,3,3-Trimethylpentane"
random,19,64,640,393.65,False,3,2-Methyl-3-buten-1-ol
random,19,65,654,534.65,False,3,7-Ethyl-2-methyl-4-undecanol
random,19,66,901,507.15,False,3,"2,4-Dimethyldodecane"
random,19,67,176,434.15,False,3,4-Heptanol
random,19,68,583,355.15,False,3,Neopentylamine
random,19,69,711,364.15,False,3,5-Methyl-1-hexyne
random,19,70,1030,429.46,False,3,"3,5-Hexadien-2-ol"
random,19,71,208,385.15,False,3,3-Methyl-2-butanol
random,19,72,317,423.35,False,3,1-Propoxy-2-propanol
random,19,73,632,392.6,False,3,"3,5,5-Trimethyl-1-hexene"
random,19,74,697,430.65,False,3,4-Methyl-3-penten-1-ol
random,19,75,967,502.15,False,3,Nerol
random,19,76,590,359.45,False,3,2-Ethyl-3-methylbut-1-ene
random,19,77,56,497.15,False,3,"3,7-Dimethyloctan-1-ol"
random,19,78,125,401.15,False,3,2-Methyl-1-butanol
random,19,79,81,397.45,False,3,2-Methoxyethanol
random,19,80,66,386.15,False,3,Propargyl alcohol
random,19,81,1035,501.2,False,3,6-Tridecene
random,19,82,260,777.15,False,3,Hexatriacontane
random,19,83,18,410.75,False,3,1-Pentanol
random,19,84,675,375.65,False,3,n-Methylbutan-2-amine
random,19,85,1199,468.15,True,4,"2,2,3,3,5,5-Hexamethylhexane"
random,19,86,843,501.15,False,4,"2,3-Dimethylundecane"
random,19,87,857,483.0,False,4,4-Methylundecane
random,19,88,1017,387.13,False,4,(E)-2-Methylhept-3-ene
random,19,89,113,519.15,False,4,1-Undecanol
random,19,90,148,432.15,False,4,2-Heptanol
random,19,91,1187,464.15,True,5,4-Tert-butyloctane
random,19,92,673,600.15,False,5,3-Methyloctadecane
random,19,93,1106,491.65,False,5,"4-Methylpentane-1,4-diol"
random,19,94,756,498.15,False,5,6-Ethyl-3-decanol
random,19,95,927,674.15,False,5,1-Pentacosene
random,19,96,481,431.55,False,5,"4-Methylhepta-1,6-dien-4-ol"
random,19,97,1128,489.15,False,5,4-Methylnonan-1-ol
random,19,98,865,397.15,False,5,2-Methyl-n-propyl-1-propanamine
random,19,99,1089,501.2,False,5,trans-4-Tridecene
random,19,100,1042,444.45,False,5,cis-5-Decene
random,19,101,747,437.00143,False,5,3-Ethyl-3-methylheptane
random,19,102,553,507.15,False,5,"N,N-Dimethyldecylamine"
random,19,103,699,465.45,True,6,5-Undecene
random,19,104,312,570.15,False,6,2-Methylhexadecane
random,19,105,705,353.21985,False,6,"3-Methyl-1,5-hexadiene"
random,19,106,639,418.15,False,6,4-Nonene
random,19,107,1013,370.15,False,6,(Z)-3-Methyl-2-hexene
random,19,108,12,478.2,False,6,3-(Dibutylamino)propylamine
random,19,109,1147,448.15,False,6,"2,3,5,6-Tetramethylheptane"
random,19,110,598,408.75,False,6,3-Octyne
random,19,111,230,424.15,False,6,4-Methyl-1-pentanol
random,19,112,926,694.15,False,6,1-Heptacosene
random,19,113,638,479.15,False,6,5-Methylundecane
random,19,114,885,437.74,False,6,"2,3,3,4-Tetramethylhexane"
random,19,115,244,526.65,False,6,Tetradecane
random,19,116,231,409.15,False,6,2-Hexanol
random,19,117,54,505.15,False,6,"N,N-Bis(3-aminopropyl)methylamine"
random,19,118,986,426.15,False,6,trans-3-Hexen-1-ol
random,19,119,337,431.15,False,6,"2,6-Dimethyloctane"
random,19,120,47,480.15,False,6,Tributylamine
random,19,121,1024,501.2,False,6,cis-4-Tridecene
random,19,122,1002,361.15,False,6,(E)-2-Methyl-3-hexene
random,19,123,364,471.15,True,7,"1,1,4,7,7-Pentamethyldiethylenetriamine"
random,19,124,379,466.15,True,8,"3,5,5-Trimethyl-1-hexanol"
random,19,125,578,414.15,False,8,"1,8-Nonadiene"
random,19,126,170,469.1,True,9,"1,2-Butanediol"
random,19,127,72,353.55,False,9,"2,4-Dimethylpentane"
random,19,128,889,442.86,False,9,"3,3-Diethyl-2-methylpentane"
random,19,129,863,367.15,False,9,2-Methyl-3-hexyne
random,19,130,108,533.15,False,9,"N,N-Dimethyldodecylamine"
random,19,131,309,504.15,False,9,2-(2-Ethylhexyloxy)ethanol
random,19,132,672,521.85,False,9,3-Methyltridecane
random,19,133,924,471.15,True,10,"4,6-Dimethyldecane"
random,19,134,621,465.15,True,11,"4,7-Dimethyloctan-4-ol"
random,19,135,117,588.65,False,11,1-Octadecene
random,19,136,1029,730.0,False,11,11-Tricosene
random,19,137,259,748.15,False,11,Tritriacontane
random,19,138,468,452.15,False,11,"3,5-Dimethyl-4-heptanol"
random,19,139,1218,462.15,True,12,"2,4-Dimethyl-4-propylheptane"
random,19,140,279,440.15,False,12,2-Methylnonane
random,19,141,561,378.65,False,12,Butylallene
random,19,142,295,410.15,False,12,"2,2,5,5-Tetramethylhexane"
random,19,143,726,501.2,False,12,(6E)-6-Tridecene
random,19,144,998,367.15,False,12,(E)-3-Methyl-3-hexene
random,19,145,1086,385.15,False,12,5-Methyl-3-heptene
random,19,146,1156,471.15,True,13,5-Ethyl-5-methylnonane
random,19,147,474,385.15,False,13,Diallylamine
random,19,148,1168,473.15,False,13,"3-Ethyl-3,4-dimethyloctane"
random,19,149,635,459.15,True,14,5-Methyldecane
random,19,150,1010,524.08,False,14,trans-6-Tetradecene
mw_heuristic,19,1,551,388.65,False,0,"1,4-Pentadien-3-ol"
mw_heuristic,19,2,472,438.76616,False,0,"2,2,4-Trimethyl-1-pentanol"
mw_heuristic,19,3,388,357.15,False,0,3-Ethyl-1-pentene
mw_heuristic,19,4,1152,452.15,False,0,"3,4,6-Trimethyloctane"
mw_heuristic,19,5,443,437.15,False,0,5-Methylnonane
mw_heuristic,19,6,522,435.15,False,0,3-Hexyn-1-ol
mw_heuristic,19,7,341,408.15,False,0,"2,5-Dimethylheptane"
mw_heuristic,19,8,75,357.15,False,0,Diisopropylamine
mw_heuristic,19,9,1094,479.64,False,0,"Butene-1,4-diol"
mw_heuristic,19,10,731,353.7,False,0,"1,4-Hexadiyne"
mw_heuristic,19,11,244,526.65,False,0,Tetradecane
mw_heuristic,19,12,315,521.05,False,0,2-Methyltridecane
mw_heuristic,19,13,672,521.85,False,0,3-Methyltridecane
mw_heuristic,19,14,900,520.15,False,0,"2,3-Dimethyldodecane"
mw_heuristic,19,15,901,507.15,False,0,"2,4-Dimethyldodecane"
mw_heuristic,19,16,83,506.15,False,0,"2,5-Dimethyl-2,5-hexanediol"
mw_heuristic,19,17,109,481.15,False,0,2-(Hexyloxy)ethanol
mw_heuristic,19,18,133,503.25,False,0,"2,2,4-Trimethyl-1,3-pentanediol"
mw_heuristic,19,19,537,418.15,False,0,"1,8-Octanediol"
mw_heuristic,19,20,572,370.65,False,0,Tris(2-aminoethyl)amine
mw_heuristic,19,21,997,460.44,True,1,"(E,E,Z)-Undeca-1,3,5,8-tetraene"
mw_heuristic,19,22,1076,456.28,True,2,"1,3,5-Undecatriene"
mw_heuristic,19,23,54,505.15,False,2,"N,N-Bis(3-aminopropyl)methylamine"
mw_heuristic,19,24,39,653.15,False,2,Xylitol
mw_heuristic,19,25,668,514.75,False,2,"3,7-Dimethylocta-1,5,7-trien-3-ol"
mw_heuristic,19,26,276,447.15,False,2,1-Decyne
mw_heuristic,19,27,322,437.15,False,2,"1,9-Decadiene"
mw_heuristic,19,28,330,451.15,False,2,5-Decyne
mw_heuristic,19,29,348,437.4,False,2,4-Decyne
mw_heuristic,19,30,352,439.15,False,2,Dihydromyrcene
mw_heuristic,19,31,280,444.15,False,2,1-Decene
mw_heuristic,19,32,391,436.15,False,2,"2,6-Dimethyl-2-octene"
mw_heuristic,19,33,428,442.75,False,2,5-Decene
mw_heuristic,19,34,482,446.55,False,2,trans-2-Decene
mw_heuristic,19,35,700,431.4,False,2,"3,4-Diethyl-3-hexene"
mw_heuristic,19,36,221,467.9,True,3,3-Nonanol
mw_heuristic,19,37,239,466.65,True,4,2-Nonanol
mw_heuristic,19,38,319,446.15,False,4,"3,6-Dimethyl-3-heptanol"
mw_heuristic,19,39,351,479.15,False,4,Isononyl alcohol
mw_heuristic,19,40,379,466.15,True,5,"3,5,5-Trimethyl-1-hexanol"
mw_heuristic,19,41,45,426.15,False,5,Tripropylamine
mw_heuristic,19,42,331,471.15,True,6,Nonylamine
mw_heuristic,19,43,334,445.15,False,6,"N,N-Dimethylheptylamine"
mw_heuristic,19,44,376,432.15,False,6,N-Methyldibutylamine
mw_heuristic,19,45,563,351.65,False,6,n-Methyloctan-1-amine
mw_heuristic,19,46,42,438.2,False,6,"N,N,N',N'-Tetramethyl-1,3-butanediamine"
mw_heuristic,19,47,123,394.15,False,6,"N,N-Diisopropylethylenediamine"
mw_heuristic,19,48,518,327.65,False,6,"N,N,N'-Triethylethylenediamine"
mw_heuristic,19,49,520,441.15,False,6,"N,N,N',N'-Tetramethyl-1,4-butanediamine"
mw_heuristic,19,50,409,462.15,True,7,3-Methyl-3-octanol
mw_heuristic,19,51,1072,514.75,False,7,Hotrienol
mw_heuristic,19,52,559,469.15,True,8,1-Undecyne
mw_heuristic,19,53,712,471.09534,True,9,5-Undecyne
mw_heuristic,19,54,734,462.0,True,10,"1,10-Undecadiene"
mw_heuristic,19,55,786,479.15,False,10,2-Undecyne
mw_heuristic,19,56,787,473.15,False,10,3-Undecyne
mw_heuristic,19,57,788,471.65,True,11,4-Undecyne
mw_heuristic,19,58,1216,457.05,True,12,"3,3-Dimethylnon-4-yne"
mw_heuristic,19,59,967,502.15,False,12,Nerol
mw_heuristic,19,60,278,465.85,True,13,1-Undecene
mw_heuristic,19,61,696,455.44,True,14,Undec-4-ene
mw_heuristic,19,62,699,465.45,True,15,5-Undecene
mw_heuristic,19,63,825,463.85,True,16,2-Methyl-1-decene
mw_heuristic,19,64,1021,466.15,True,17,(E)-4-Undecene
mw_heuristic,19,65,412,465.65,True,18,4-Nonanol
mw_heuristic,19,66,467,448.15,False,18,"2,6-Dimethyl-3-heptanol"
mw_heuristic,19,67,468,452.15,False,18,"3,5-Dimethyl-4-heptanol"
mw_heuristic,19,68,533,452.15,False,18,4-Ethyl-4-heptanol
mw_heuristic,19,69,594,443.15,False,18,"2,6-Dimethyl-2-heptanol"
mw_heuristic,19,70,646,443.15,False,18,"2,2,3-Trimethylhexan-3-ol"
mw_heuristic,19,71,57,497.15,False,18,(-)-Citronellol
mw_heuristic,19,72,1001,524.74,False,18,(E)-3-Decenol
mw_heuristic,19,73,1061,524.74,False,18,2-Decen-1-ol
mw_heuristic,19,74,1092,524.74,False,18,Dec-4-en-1-ol
mw_heuristic,19,75,302,469.05,True,19,Undecane
mw_heuristic,19,76,658,454.65,True,20,2-Methyl-3-octanol
mw_heuristic,19,77,669,465.4,True,21,4-Methyl-2-propylpentan-1-ol
mw_heuristic,19,78,735,439.15,False,21,"2,2,4,4-Tetramethylpentan-3-ol"
mw_heuristic,19,79,769,453.22759,True,22,4-Methyl-4-octanol
mw_heuristic,19,80,811,451.05,False,22,"3-Ethyl-2,4-dimethylpentan-3-ol"
mw_heuristic,19,81,864,479.15,False,22,6-Methyloctan-1-ol
mw_heuristic,19,82,905,438.65,False,22,"3,4,4-Trimethylhexan-3-ol"
mw_heuristic,19,83,906,444.86543,False,22,"2,4,4-Trimethyl-3-hexanol"
mw_heuristic,19,84,978,447.15,False,22,"3-Ethyl-2,2-dimethyl-3-pentanol"
mw_heuristic,19,85,981,453.15,True,23,3-Methyl-4-octanol
mw_heuristic,19,86,1108,447.15,False,23,"2,2-Dimethyl-4-heptanol"
mw_heuristic,19,87,1178,452.15,False,23,"2,3,4-Trimethylhexan-3-ol"
mw_heuristic,19,88,1211,468.15,True,24,2-Ethyl-4-methylhexan-1-ol
mw_heuristic,19,89,279,440.15,False,24,2-Methylnonane
mw_heuristic,19,90,295,410.15,False,24,"2,2,5,5-Tetramethylhexane"
mw_heuristic,19,91,360,461.15,True,25,4-Methyldecane
mw_heuristic,19,92,419,462.35,True,26,2-Methyldecane
mw_heuristic,19,93,457,452.15,False,26,"2,5-Dimethylnonane"
mw_heuristic,19,94,458,452.15,False,26,"2,6-Dimethylnonane"
mw_heuristic,19,95,459,457.15,True,27,"3,7-Dimethylnonane"
mw_heuristic,19,96,503,452.15,False,27,"2,3,7-Trimethyloctane"
mw_heuristic,19,97,606,455.15,True,28,"4,5-Dimethylnonane"
mw_heuristic,19,98,627,465.15,True,29,3-Methyldecane
mw_heuristic,19,99,635,459.15,True,30,5-Methyldecane
mw_heuristic,19,100,676,453.15,True,31,"2,3,6-Trimethyloctane"
mw_heuristic,19,101,777,436.15,False,31,"2,2,6,6-Tetramethylheptane"
mw_heuristic,19,102,791,449.15,False,31,"2,2,4,4,5-Pentamethylhexane"
mw_heuristic,19,103,793,439.15,False,31,"2,2,5,5-Tetramethylheptane"
mw_heuristic,19,104,794,453.15,True,32,"3,3,5,5-Tetramethylheptane"
mw_heuristic,19,105,803,452.15,False,32,"2,2,3-Trimethyloctane"
mw_heuristic,19,106,804,450.15,False,32,"2,3,5-Trimethyloctane"
mw_heuristic,19,107,845,443.15834,False,32,"2,2,4-Trimethyloctane"
mw_heuristic,19,108,856,448.0,False,32,"2,3-Dimethylnonane"
mw_heuristic,19,109,904,447.15,False,32,"2,2,6-Trimethyloctane"
mw_heuristic,19,110,913,451.15,False,32,"2,4-Dimethylnonane"
mw_heuristic,19,111,914,456.46543,True,33,"4,4-Diethylheptane"
mw_heuristic,19,112,922,457.15,True,34,4-Ethylnonane
mw_heuristic,19,113,930,455.15,True,35,"3,3-Dimethylnonane"
mw_heuristic,19,114,932,461.15,True,36,3-Ethylnonane
mw_heuristic,19,115,934,455.15,True,37,"2,3,3-Trimethyloctane"
mw_heuristic,19,116,936,451.15,False,37,"2,5,6-Trimethyloctane"
mw_heuristic,19,117,937,447.15,False,37,"2,4,6-Trimethyloctane"
